                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     32,                0.51846,                0.47996,                 1.1111,                0.84638,                 0.8125,                0.84704,                0.53656,                 1.2647,                0.86906,                 1.8361,               0.001406,               0.001406,               0.001406
                     33,                0.52198,                0.46728,                 1.1132,                0.82941,                0.82692,                0.84657,                0.53706,                 1.2121,                0.89115,                 1.8411,              0.0013862,              0.0013862,              0.0013862
                     34,                 0.5032,                0.46638,                 1.1015,                0.89418,                 0.8531,                0.87295,                0.52191,                 1.2862,                0.84717,                 1.8619,              0.0013664,              0.0013664,              0.0013664
                     35,                0.50404,                 0.4523,                 1.1024,                0.83413,                0.85096,                 0.8552,                0.51318,                 1.2392,                0.91332,                 1.8921,              0.0013466,              0.0013466,              0.0013466
                     36,                0.50767,                0.46155,                 1.0998,                0.86027,                0.82881,                0.86461,                0.53617,                 1.2431,                0.83176,                 1.8401,              0.0013268,              0.0013268,              0.0013268
                     37,                0.51444,                0.46882,                  1.108,                0.88272,                0.86847,                 0.8663,                 0.5009,                 1.4071,                0.84549,                  2.031,               0.001307,               0.001307,               0.001307
                     38,                0.48764,                0.44595,                 1.0905,                0.76928,                0.88166,                0.84274,                 0.5087,                 1.3176,                0.88962,                 1.9744,              0.0012872,              0.0012872,              0.0012872
                     39,                0.51172,                0.46616,                 1.1006,                0.86043,                0.82988,                 0.8547,                0.52233,                 1.3297,                0.84561,                 1.9541,              0.0012674,              0.0012674,              0.0012674
                     40,                0.47312,                 0.4411,                 1.0843,                0.88033,                0.86538,                0.85856,                0.56599,                 1.1797,                0.80335,                 1.8266,              0.0012476,              0.0012476,              0.0012476
                     41,                0.48291,                0.43469,                 1.0881,                0.82985,                0.85577,                0.84492,                0.50123,                 1.4024,                0.89851,                 2.0132,              0.0012278,              0.0012278,              0.0012278
                     42,                0.49136,                 0.4497,                 1.0917,                0.85247,                0.88899,                0.87609,                0.59369,                 1.1649,                0.76202,                 1.7856,               0.001208,               0.001208,               0.001208
                     43,                0.48522,                0.44827,                 1.0898,                0.87834,                0.86775,                0.87903,                0.58109,                 1.1486,                0.75764,                 1.7756,              0.0011882,              0.0011882,              0.0011882
                     44,                0.48362,                0.45015,                 1.0876,                0.88619,                0.85096,                0.88069,                0.58381,                 1.1454,                0.79043,                 1.7728,              0.0011684,              0.0011684,              0.0011684
                     45,                0.47403,                0.43757,                  1.081,                0.87031,                 0.9034,                0.90451,                0.60195,                 1.1236,                0.74465,                 1.7204,              0.0011486,              0.0011486,              0.0011486
                     46,                0.46648,                0.41832,                 1.0783,                0.86553,                0.87981,                0.87488,                0.56245,                 1.2241,                0.73618,                 1.8402,              0.0011288,              0.0011288,              0.0011288
                     47,                0.46877,                0.42761,                 1.0803,                0.90655,                0.87019,                0.88615,                0.59221,                 1.1341,                0.75211,                 1.7168,               0.001109,               0.001109,               0.001109
                     48,                0.47105,                0.42096,                 1.0758,                0.88663,                0.89904,                0.88863,                0.59611,                 1.1316,                0.71516,                 1.7219,              0.0010892,              0.0010892,              0.0010892
                     49,                0.46277,                0.42413,                 1.0681,                0.85093,                0.90385,                0.88002,                0.61036,                 1.0716,                0.70942,                 1.6671,              0.0010694,              0.0010694,              0.0010694
                     50,                0.44566,                0.40965,                 1.0668,                0.87989,                0.87019,                0.88035,                0.59042,                 1.1092,                0.76911,                 1.6929,              0.0010496,              0.0010496,              0.0010496
                     51,                0.45209,                  0.405,                 1.0672,                0.87177,                0.91827,                0.88633,                0.59954,                 1.1045,                0.66364,                 1.7161,              0.0010298,              0.0010298,              0.0010298
                     52,                0.44627,                0.40462,                 1.0657,                0.82978,                0.86716,                0.86375,                0.60318,                 1.1053,                0.74068,                 1.7044,                0.00101,                0.00101,                0.00101
                     53,                0.45171,                0.41246,                 1.0612,                0.89683,                0.91346,                0.89454,                 0.6431,                 1.0164,                 0.6645,                 1.6244,              0.0009902,              0.0009902,              0.0009902
                     54,                0.42825,                0.39611,                 1.0487,                0.87635,                0.88942,                0.88808,                0.63582,                 1.0297,                0.68017,                   1.63,              0.0009704,              0.0009704,              0.0009704
                     55,                0.43185,                0.39795,                 1.0493,                0.89441,                0.89595,                0.89556,                0.62867,                 1.0203,                0.66766,                  1.636,              0.0009506,              0.0009506,              0.0009506
                     56,                0.41361,                0.37847,                 1.0463,                0.86348,                0.90865,                0.87924,                0.62699,                0.99061,                0.64145,                 1.6073,              0.0009308,              0.0009308,              0.0009308
                     57,                0.43025,                0.40007,                 1.0558,                0.85573,                0.91256,                0.88138,                 0.6385,                 1.0074,                0.66761,                 1.6119,               0.000911,               0.000911,               0.000911
                     58,                0.42748,                0.38484,                 1.0516,                0.88365,                0.90865,                0.88873,                0.61516,                 1.0535,                0.66678,                 1.6419,              0.0008912,              0.0008912,              0.0008912
                     59,                0.42524,                  0.389,                 1.0453,                0.91855,                0.90865,                0.89118,                0.65037,                0.97262,                0.63673,                 1.5965,              0.0008714,              0.0008714,              0.0008714
                     60,                0.41635,                 0.3821,                 1.0431,                 0.8768,                0.88958,                0.88779,                 0.6363,                 1.0207,                0.67533,                 1.6024,              0.0008516,              0.0008516,              0.0008516
                     61,                0.40373,                0.36767,                  1.038,                0.89661,                0.88942,                 0.9023,                0.66931,                0.95228,                0.61244,                 1.5659,              0.0008318,              0.0008318,              0.0008318
                     62,                0.41558,                0.37043,                 1.0446,                0.90806,                0.90225,                0.88288,                0.63485,                 1.0019,                0.60822,                 1.6311,               0.000812,               0.000812,               0.000812
                     63,                0.41002,                0.37023,                 1.0377,                0.89405,                0.89423,                0.89151,                0.63866,                 1.0434,                0.64172,                 1.6331,              0.0007922,              0.0007922,              0.0007922
                     64,                0.40931,                0.37304,                 1.0397,                0.90684,                0.90385,                0.88899,                0.63564,                 1.0169,                0.62203,                 1.6073,              0.0007724,              0.0007724,              0.0007724
                     65,                0.40037,                0.35865,                 1.0345,                0.88334,                0.91005,                0.89487,                0.67189,                0.91922,                0.59563,                 1.5197,              0.0007526,              0.0007526,              0.0007526
                     66,                0.39583,                0.35223,                 1.0315,                0.89879,                0.90385,                0.88322,                 0.6647,                0.95965,                0.61537,                 1.5616,              0.0007328,              0.0007328,              0.0007328
                     67,                0.40474,                0.36847,                 1.0363,                0.90046,                0.86986,                0.88024,                0.64566,                0.94526,                0.63448,                 1.5375,               0.000713,               0.000713,               0.000713
                     68,                0.38171,                0.34434,                 1.0187,                0.90695,                0.89033,                  0.895,                0.65559,                0.94695,                0.64399,                 1.5444,              0.0006932,              0.0006932,              0.0006932
                     69,                 0.3753,                0.33792,                 1.0164,                0.88308,                0.91827,                0.87603,                 0.6546,                0.95314,                0.60285,                 1.5585,              0.0006734,              0.0006734,              0.0006734
                     70,                0.38381,                0.34166,                 1.0226,                0.88876,                0.91827,                0.88532,                0.65838,                0.94033,                0.62703,                 1.5475,              0.0006536,              0.0006536,              0.0006536
                     71,                0.37089,                0.34229,                   1.02,                0.87987,                0.88037,                 0.8901,                0.67428,                0.87286,                0.57885,                   1.47,              0.0006338,              0.0006338,              0.0006338
                     72,                0.38075,                0.35055,                 1.0213,                0.89622,                0.92308,                0.88715,                0.68157,                0.86752,                0.59331,                 1.4686,               0.000614,               0.000614,               0.000614
                     73,                0.37004,                0.33422,                 1.0197,                0.89462,                0.89791,                0.89249,                0.65823,                0.96183,                0.63807,                 1.5892,              0.0005942,              0.0005942,              0.0005942
                     74,                  0.372,                 0.3339,                 1.0194,                0.89393,                0.88942,                0.88526,                0.68883,                0.87818,                0.62344,                  1.473,              0.0005744,              0.0005744,              0.0005744
                     75,                0.36547,                0.32741,                 1.0136,                0.90077,                0.90385,                0.89729,                0.66539,                0.94261,                0.60591,                 1.5512,              0.0005546,              0.0005546,              0.0005546
                     76,                0.35613,                0.33163,                 1.0087,                 0.9141,                0.90385,                0.89171,                0.68452,                0.90334,                0.58914,                 1.5101,              0.0005348,              0.0005348,              0.0005348
                     77,                0.36532,                0.33247,                 1.0149,                  0.893,                0.92308,                0.90286,                 0.7024,                0.83898,                0.55593,                 1.4413,               0.000515,               0.000515,               0.000515
                     78,                0.36436,                0.33172,                 1.0092,                0.91438,                0.91827,                0.89817,                0.67417,                 0.8786,                0.57618,                 1.5068,              0.0004952,              0.0004952,              0.0004952
                     79,                0.35136,                0.32004,                 1.0059,                0.92573,                0.89885,                0.87837,                0.67413,                0.86144,                0.58874,                 1.4708,              0.0004754,              0.0004754,              0.0004754
                     80,                0.34846,                 0.3242,                 1.0042,                0.90557,                0.91346,                0.90047,                0.69407,                 0.8591,                0.56405,                 1.4743,              0.0004556,              0.0004556,              0.0004556
                     81,                 0.3498,                0.31471,                 1.0071,                0.92631,                0.88942,                0.90946,                0.69951,                0.85195,                 0.5402,                  1.461,              0.0004358,              0.0004358,              0.0004358
                     82,                0.33925,                0.31818,                 1.0026,                0.88468,                0.92308,                0.90187,                0.69428,                0.83209,                0.57984,                 1.4466,               0.000416,               0.000416,               0.000416
                     83,                0.33992,                0.30902,                 1.0006,                0.90204,                0.90865,                0.89696,                0.70158,                0.79678,                 0.5749,                 1.3973,              0.0003962,              0.0003962,              0.0003962
                     84,                0.34404,                0.30481,                0.99616,                0.92175,                0.89904,                0.89774,                0.69281,                0.85171,                0.59098,                 1.4458,              0.0003764,              0.0003764,              0.0003764
                     85,                0.34311,                0.30725,                0.99859,                0.91344,                0.91316,                0.88934,                0.69788,                0.82398,                0.57423,                 1.4162,              0.0003566,              0.0003566,              0.0003566
                     86,                 0.3286,                0.30228,                0.99606,                0.90025,                0.91123,                0.89788,                 0.7016,                0.79391,                0.56493,                 1.3984,              0.0003368,              0.0003368,              0.0003368
                     87,                0.32863,                0.29745,                 1.0014,                0.90698,                 0.8907,                0.87995,                 0.7104,                0.78383,                0.57574,                 1.3878,               0.000317,               0.000317,               0.000317
                     88,                0.32151,                0.30526,                0.99206,                0.92113,                0.89834,                0.88832,                0.70339,                 0.8046,                0.57378,                 1.4224,              0.0002972,              0.0002972,              0.0002972
                     89,                0.32038,                0.30834,                0.98787,                 0.9114,                0.89018,                0.89226,                0.71186,                0.79838,                0.56466,                 1.4187,              0.0002774,              0.0002774,              0.0002774
                     90,                0.31263,                0.28788,                0.98085,                0.88624,                0.91827,                0.87986,                0.71924,                 0.7607,                0.56167,                 1.3721,              0.0002576,              0.0002576,              0.0002576
                     91,                0.27015,                0.23601,                0.96497,                0.90149,                0.89904,                0.88845,                0.71386,                  0.764,                0.55345,                 1.3797,              0.0002378,              0.0002378,              0.0002378
                     92,                0.25631,                0.20888,                0.95351,                0.89479,                0.89959,                0.87709,                0.72282,                0.73131,                0.54215,                 1.3523,               0.000218,               0.000218,               0.000218
